Date,Open,High,Low,Close,Volume
1984-09-07,0.42054,0.42564,0.41544,0.42054,23404605
1984-09-10,0.42054,0.4218,0.4104,0.41802,18165792
1984-09-11,0.4218,0.43324,0.4218,0.42564,42836016
1984-09-12,0.42564,0.42817,0.4129,0.4129,37420913
1984-09-13,0.43581,0.43704,0.43581,0.43581,58281688
1984-09-14,0.43704,0.4523,0.43704,0.44215,69395239
1984-09-17,0.45357,0.45992,0.45357,0.45357,54182561
1984-09-18,0.45357,0.4574,0.43704,0.43704,27352596
1984-09-19,0.43704,0.44215,0.42817,0.42817,29877545
1984-09-20,0.42944,0.43324,0.42944,0.42944,18600272
1984-09-21,0.42944,0.44215,0.42054,0.42564,28064102
1984-09-24,0.42564,0.42817,0.4218,0.4218,22208249
1984-09-25,0.42054,0.42054,0.4129,0.4129,46884766
1984-09-26,0.4129,0.43196,0.40787,0.40787,31193548
1984-09-27,0.40787,0.4104,0.40787,0.40787,29776800
1984-09-28,0.40787,0.40787,0.39006,0.39765,65610958
1984-10-01,0.39641,0.39641,0.38877,0.38877,27484821
1984-10-02,0.39132,0.40531,0.39132,0.39132,33239940
1984-10-03,0.39765,0.40403,0.39765,0.39765,33850729
1984-10-04,0.40273,0.40531,0.40273,0.40273,35273765
1984-10-05,0.40273,0.40273,0.39132,0.39386,27428158
1984-10-08,0.39386,0.39641,0.39386,0.39386,13204053
1984-10-09,0.39386,0.39641,0.39006,0.39006,35210794
1984-10-10,0.39006,0.39006,0.37863,0.37863,102559628
1984-10-11,0.37863,0.38877,0.37607,0.37607,51374266
1984-10-12,0.37607,0.37863,0.35701,0.35955,74715905
1984-10-15,0.37988,0.38369,0.37988,0.37988,68381481
1984-10-16,0.37988,0.38116,0.37863,0.37863,33176990
1984-10-17,0.39386,0.39641,0.39386,0.39386,44032394
1984-10-18,0.40531,0.40787,0.40531,0.40531,69477096
1984-10-19,0.40531,0.43324,0.40403,0.40531,91672752
1984-10-22,0.40531,0.41164,0.40273,0.40273,32257681
1984-10-23,0.41164,0.41544,0.41164,0.41164,52406921
1984-10-24,0.41544,0.42054,0.41544,0.41544,46947734
1984-10-25,0.41544,0.41544,0.40021,0.40021,44460568
1984-10-26,0.40021,0.40021,0.38877,0.39006,32282856
1984-10-29,0.39132,0.39386,0.39132,0.39132,14236701
1984-10-30,0.39641,0.40021,0.39641,0.39641,20967806
1984-10-31,0.39641,0.40021,0.39386,0.39386,16931661
1984-11-01,0.39641,0.40021,0.39641,0.39641,13222934
1984-11-02,0.39641,0.39765,0.39132,0.39386,7782644
1984-11-05,0.39386,0.40273,0.39132,0.39132,29619385
1984-11-06,0.41544,0.41802,0.41544,0.41544,63337882
1984-11-07,0.41544,0.41802,0.40787,0.40787,65088342
1984-11-08,0.40787,0.40787,0.39132,0.39132,24770969
1984-11-09,0.39132,0.39386,0.36464,0.36845,82681155
1984-11-12,0.38116,0.38369,0.38116,0.38116,31835799
1984-11-13,0.38116,0.39006,0.37226,0.37226,35607491
1984-11-14,0.37607,0.37988,0.37607,0.37607,29329724
1984-11-15,0.37607,0.37988,0.37607,0.37607,29965691
1984-11-16,0.37607,0.38116,0.36592,0.36845,46595125
1984-11-19,0.36845,0.37099,0.34686,0.34686,65491320
1984-11-20,0.35827,0.35955,0.35827,0.35827,73998078
1984-11-21,0.36592,0.36845,0.36592,0.36592,50240867
1984-11-23,0.37099,0.38116,0.37099,0.37607,38535411
1984-11-26,0.37988,0.37988,0.37988,0.37988,28290800
1984-11-27,0.39006,0.39386,0.39006,0.39006,35815271
1984-11-28,0.4104,0.42054,0.4104,0.4104,115398488
1984-11-29,0.4104,0.4104,0.40273,0.40273,49157859
1984-11-30,0.40273,0.40531,0.39006,0.39132,30557589
1984-12-03,0.39132,0.39386,0.38625,0.38625,27547790
1984-12-04,0.39386,0.40273,0.39386,0.39386,33838129
1984-12-05,0.4129,0.4129,0.4129,0.4129,73903642
1984-12-06,0.43324,0.43581,0.43324,0.43324,89185584
1984-12-07,0.43324,0.44978,0.42944,0.43196,139010857
1984-12-10,0.43196,0.43196,0.4231,0.4231,31338360
1984-12-11,0.4231,0.42944,0.41802,0.41802,34795214
1984-12-12,0.41802,0.41802,0.40403,0.40403,30941686
1984-12-13,0.40787,0.41544,0.40787,0.40787,18789161
1984-12-14,0.40787,0.4218,0.40787,0.41802,27025172
1984-12-17,0.42817,0.43196,0.42817,0.42817,35204508
1984-12-18,0.45357,0.45484,0.45357,0.45357,95734069
1984-12-19,0.45357,0.45484,0.43581,0.43581,89248546
1984-12-20,0.43581,0.44342,0.43324,0.43324,39309909
1984-12-21,0.43324,0.43581,0.4231,0.42817,34826701
1984-12-24,0.43581,0.43704,0.43581,0.43581,18984366
1984-12-26,0.43704,0.44215,0.43704,0.43704,18883624
1984-12-27,0.43959,0.44215,0.43959,0.43959,27761873
1984-12-28,0.43959,0.4574,0.43704,0.45484,46475477
1984-12-31,0.4612,0.46373,0.4612,0.4612,58401311
1985-01-02,0.4612,0.4612,0.44215,0.44215,49277474
1985-01-03,0.44978,0.4612,0.44978,0.44978,46834378
1985-01-04,0.44978,0.4523,0.44342,0.44978,38585787
1985-01-07,0.44978,0.4523,0.44726,0.44726,48043353
1985-01-08,0.44726,0.4523,0.44342,0.44342,39668803
1985-01-09,0.45484,0.4612,0.45484,0.45484,46865883
1985-01-10,0.47521,0.47648,0.47521,0.47521,77883114
1985-01-11,0.47521,0.4791,0.46627,0.47137,57639424
1985-01-14,0.48406,0.48909,0.48406,0.48406,76019292
1985-01-15,0.48406,0.49293,0.47521,0.47521,74482923
1985-01-16,0.4791,0.48669,0.4791,0.4791,53376598
1985-01-17,0.4791,0.48669,0.44468,0.44468,153908696
1985-01-18,0.44468,0.46373,0.44342,0.45357,99134268
1985-01-21,0.46373,0.46627,0.46373,0.46373,91477552
1985-01-22,0.47648,0.4791,0.47648,0.47648,119422038
1985-01-23,0.47648,0.4791,0.46878,0.46878,121015095
1985-01-24,0.46878,0.46878,0.45992,0.45992,111614185
1985-01-25,0.45992,0.46878,0.44978,0.46878,89519299
1985-01-28,0.4791,0.48406,0.4791,0.4791,115864419
1985-01-29,0.4791,0.48287,0.47386,0.47386,62890826
1985-01-30,0.47386,0.48287,0.47386,0.47386,138425289
1985-01-31,0.47386,0.47521,0.45992,0.45992,77650142
1985-02-01,0.45992,0.4612,0.44978,0.45357,38718028
1985-02-04,0.46373,0.46503,0.46373,0.46373,61285162
1985-02-05,0.46627,0.47521,0.46627,0.46627,53420671
1985-02-06,0.47521,0.47521,0.47521,0.47521,54654803
1985-02-07,0.47521,0.48152,0.47386,0.47386,69004848
1985-02-08,0.47386,0.47521,0.46627,0.47386,37112378
1985-02-11,0.48287,0.48669,0.48287,0.48287,97528612
1985-02-12,0.48287,0.48406,0.47137,0.47137,63671602
1985-02-13,0.47137,0.47137,0.44978,0.44978,148147282
1985-02-14,0.44978,0.45357,0.43704,0.43704,119982414
1985-02-15,0.43704,0.44468,0.43324,0.44342,48805233
1985-02-19,0.44215,0.44215,0.43704,0.43704,42118197
1985-02-20,0.43704,0.43959,0.41802,0.41802,61832982
1985-02-21,0.42564,0.42817,0.42564,0.42564,86641739
1985-02-22,0.42564,0.44215,0.42564,0.43704,63677892
1985-02-25,0.43704,0.43959,0.43196,0.43196,27698903
1985-02-26,0.43196,0.43324,0.4231,0.4231,53118426
1985-02-27,0.4231,0.4231,0.39765,0.39765,113446523
1985-02-28,0.39765,0.39765,0.39132,0.39132,89689304
1985-03-01,0.39132,0.39386,0.37988,0.39386,69552651
1985-03-04,0.40021,0.41164,0.40021,0.40021,43037519
1985-03-05,0.4104,0.4104,0.4104,0.4104,36759764
1985-03-06,0.4104,0.4104,0.39006,0.39006,54421829
1985-03-07,0.39006,0.39132,0.35065,0.35065,206321924
1985-03-08,0.35065,0.35065,0.32781,0.34049,133117204
1985-03-11,0.35193,0.35448,0.35193,0.35193,80395465
1985-03-12,0.36464,0.36845,0.36464,0.36464,61681858
1985-03-13,0.36464,0.36464,0.34428,0.34428,70591611
1985-03-14,0.34428,0.34686,0.34428,0.34428,67915527
1985-03-15,0.34428,0.36592,0.34176,0.35827,50996459
1985-03-18,0.36208,0.36592,0.36208,0.36208,35072273
1985-03-19,0.36208,0.36592,0.34813,0.34813,48194461
1985-03-20,0.35193,0.35827,0.35193,0.35193,113836916
1985-03-21,0.35827,0.36464,0.35827,0.35827,45669520
1985-03-22,0.35827,0.36464,0.35193,0.35193,22592343
1985-03-25,0.35193,0.35193,0.34176,0.34176,30910185
1985-03-26,0.35701,0.35701,0.35701,0.35701,34134078
1985-03-27,0.35701,0.35955,0.34686,0.34686,31300593
1985-03-28,0.34686,0.35193,0.34686,0.34686,36432341
1985-03-29,0.34686,0.35193,0.34686,0.35065,24506506
1985-04-01,0.35065,0.35827,0.34176,0.34176,32062483
1985-04-02,0.34176,0.34428,0.33287,0.33287,63929756
1985-04-03,0.33287,0.33415,0.33287,0.33287,68211467
1985-04-04,0.33287,0.33415,0.32651,0.33035,45499505
1985-04-08,0.33035,0.33287,0.31002,0.31002,55863769
1985-04-09,0.31002,0.31258,0.31002,0.31002,74180693
1985-04-10,0.33287,0.3367,0.33287,0.33287,63784945
1985-04-11,0.33922,0.34813,0.33922,0.33922,41230389
1985-04-12,0.33922,0.33922,0.32781,0.33035,20388509
1985-04-15,0.33922,0.34176,0.33922,0.33922,16818319
1985-04-16,0.34176,0.34428,0.34176,0.34176,19015858
1985-04-17,0.35827,0.36208,0.35827,0.35827,34644101
1985-04-18,0.36208,0.36464,0.36208,0.36208,56902710
1985-04-19,0.36208,0.36208,0.35448,0.35701,26993689
1985-04-22,0.35701,0.35701,0.34176,0.34176,28838599
1985-04-23,0.35065,0.35193,0.35065,0.35065,33252535
1985-04-24,0.35065,0.35701,0.34813,0.34813,22189352
1985-04-25,0.34813,0.35065,0.34813,0.34813,24632442
1985-04-26,0.34813,0.35827,0.34686,0.34686,33649233
1985-04-29,0.34686,0.34813,0.33415,0.33415,17485765
1985-04-30,0.3367,0.33922,0.3367,0.3367,26628474
1985-05-01,0.3367,0.33922,0.33035,0.33035,16119391
1985-05-02,0.32651,0.32651,0.3049,0.3049,92699090
1985-05-03,0.3049,0.31888,0.3049,0.31766,44447957
1985-05-06,0.31766,0.32018,0.31258,0.31258,15779373
1985-05-07,0.31766,0.31766,0.31766,0.31766,30249056
1985-05-08,0.31509,0.31509,0.31509,0.31509,40588125
1985-05-09,0.31766,0.31888,0.31766,0.31766,35720830
1985-05-10,0.31766,0.32527,0.31766,0.32018,38252073
1985-05-13,0.32018,0.32269,0.31766,0.31766,24519109
1985-05-14,0.31766,0.31888,0.31258,0.31258,34222217
1985-05-15,0.31766,0.32269,0.31766,0.31766,36665313
1985-05-16,0.33922,0.34813,0.33922,0.33922,64804993
1985-05-17,0.33922,0.35065,0.3367,0.34428,59553600
1985-05-20,0.34428,0.35193,0.33922,0.33922,55429300
