Date,BIIB,CCL,CEIX,CNX,CRUS,DIS,DUK,FEYE,FITB,GM,GSK,INTC,INTU,IYW,KHC,KIE,LIT,MCK,NKE,OKE,PBS,PSX,PYPL,RIO,SCHL,SEP,T,UNH,V,VCR,VDC,VFH,VIS,XLB,XLU,XLV
2018-01-02,334.17,65.805,38.44,15.07,53.23,110.91,81.286,14.57,30.087,41.021,35.836,46.266999999999996,157.67,164.53,75.494,30.058000000000003,39.67,158.28,63.123000000000005,53.242,28.462,100.32,73.84,52.949,39.621,40.576,36.928000000000004,219.65,114.13,157.18,143.41,69.376,142.29,60.869,51.326,83.006
2018-01-03,339.85,65.953,37.01,15.24,54.01,111.38,81.032,14.89,30.175,42.022,35.699,44.696999999999996,158.11,166.23,75.50399999999999,30.107,39.88,156.04,63.113,54.108999999999995,28.548000000000002,100.99,76.75,53.141999999999996,39.235,41.391000000000005,36.076,221.95,115.26,157.96,143.27,69.595,142.76,61.29600000000001,50.923,83.8
2018-01-04,339.99,65.905,35.71,15.0,53.86,111.34,80.39699999999999,15.08,30.284000000000002,43.318000000000005,35.768,43.878,160.95,167.14,76.387,30.415,39.84,154.36,63.073,54.751999999999995,28.558000000000003,100.71,76.72,52.9,39.333,41.597,36.411,222.92,115.69,158.34,143.73,70.328,143.82,61.83,50.498999999999995,83.919
2018-01-05,342.49,65.362,35.0,14.79,53.89,110.73,80.02600000000001,15.11,30.363000000000003,43.19,36.398,44.144,163.03,168.74,76.318,30.465,40.5,156.44,63.608999999999995,54.615,28.816999999999997,100.72,78.7,52.746,39.284,40.841,36.545,227.18,118.46,159.62,144.22,70.516,144.63,62.327,50.479,84.634
2018-01-08,329.65,65.116,34.69,14.6,53.72,109.14,80.28,14.99,30.333000000000002,43.396,36.292,44.184,163.13,169.45,76.946,30.365,41.08,158.43,64.176,55.181000000000004,28.846999999999998,100.63,79.05,53.818999999999996,39.105,40.988,36.650999999999996,223.23,118.94,159.87,144.65,70.418,145.27,62.415,50.951,84.32700000000001
2018-01-09,336.36,66.67399999999999,34.1,14.99,53.01,109.06,79.342,14.7,30.897,43.229,35.854,43.077,164.16,169.0,77.082,30.415,40.86,159.9,63.718999999999994,55.035,28.826999999999998,100.29,79.19,53.906000000000006,39.075,41.244,36.398,224.34,118.71,160.05,144.44,70.993,145.87,62.317,50.45,85.319
2018-01-10,336.72,66.98899999999999,34.25,14.71,51.47,108.6,78.238,14.97,31.224,42.199,35.321,41.972,162.82,168.35,76.367,30.484,40.31,159.93,63.848,55.278,28.857,100.64,79.36,54.235,38.629,41.43,35.554,222.67,118.58,159.89,143.54,71.508,145.75,61.94,49.9,85.17
2018-01-11,333.07,67.827,35.58,15.04,52.34,110.1,77.428,15.14,31.49,43.367,35.748000000000005,42.87,162.31,169.3,75.622,30.752,40.45,161.56,63.917,56.856,29.191999999999997,100.93,79.75,55.357,38.629,42.038999999999994,35.418,223.86,119.44,162.6,143.59,71.97399999999999,147.76,62.753,49.711999999999996,85.537
2018-01-12,335.95,68.704,35.05,15.19,52.84,111.57,77.057,15.59,31.985,43.248999999999995,36.388000000000005,42.703,163.82,170.25,75.83800000000001,30.831999999999997,40.67,165.49,64.295,57.158,29.426,103.5,80.54,55.773,38.827,42.893,35.825,227.09,119.69,164.41,143.57,72.548,148.98,62.851000000000006,49.428000000000004,86.193
2018-01-16,338.85,67.551,32.53,14.63,53.21,109.81,76.58800000000001,15.03,31.915,43.367,36.796,42.603,161.61,169.46,77.102,30.663,39.83,169.88,63.053000000000004,57.285,29.127,102.05,80.42,53.945,38.729,42.883,35.650999999999996,231.31,119.99,163.18,144.26,72.211,147.54,62.118,49.318999999999996,86.62
2018-01-17,344.87,68.468,35.74,14.88,53.99,111.08,76.578,14.82,32.123000000000005,43.21,37.019,43.838,163.6,172.09,78.50399999999999,30.96,39.96,172.04,63.441,57.88,29.451,104.67,82.47,54.419,38.867,42.391999999999996,35.777,236.8,121.57,164.05,145.92,72.816,148.35,62.406000000000006,49.623999999999995,87.454
